Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TD,Reciev_Rec,Reciev_Yds,Reciev_TD,Solo,Int,Sk,College/Univ
6,202,JAX,Christian Braswell,DB,23,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,Rutgers
6,203,LVR,Amari Burney,LB,23,2024,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,20,,1,Florida
6,204,NYJ,Jarrick Bernard-Converse,CB,23,2024,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,,,LSU
6,205,HOU,Xavier Hutchinson,WR,23,2024,0,0,0,2,2,32,0,0,0,0,0,5,49,0,20,207,0,3,,,Iowa St.
6,206,CIN,Andrei Iosivas,WR,23,2024,0,0,1,5,5,33,0,0,0,0,0,0,0,0,51,595,10,3,,,Princeton
6,207,GNB,Anders Carlson,K,25,2024,0,0,1,3,1,24,0,0,0,0,0,0,0,0,0,0,0,1,,,Auburn
6,208,JAX,Erick Hallett,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh
6,209,NYG,Tre Hawkins,CB,23,2024,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,32,1,,Old Dominion
6,210,NWE,Demario Douglas,WR,22,2024,0,0,0,9,9,31,0,0,0,0,0,11,57,0,115,1182,3,,,,Liberty
6,211,IND,Titus Leo,LB,24,2024,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,4,,,Wagner
6,212,DAL,Deuce Vaughn,RB,21,2024,0,0,0,1,1,14,0,0,0,0,0,40,110,0,10,58,0,,,,Kansas St.
6,213,ARI,Dante Stills,DT,23,2024,0,0,0,8,8,31,0,0,0,0,0,0,0,0,0,0,0,38,,8,West Virginia
6,214,NWE,Ameer Speed,CB,23,2024,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,,,Michigan St.
6,215,LAR,Zach Evans,RB,22,2023,0,0,0,0,0,10,0,0,0,0,0,9,19,0,0,0,0,,,,Mississippi
6,216,SFO,Dee Winters,LB,22,2024,0,0,0,5,5,30,0,0,0,0,0,0,0,0,0,0,0,32,,,TCU
6,217,CIN,Brad Robbins,P,24,2023,0,0,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,1,,,Michigan
7,218,CHI,Travis Bell,DL,24,2023,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,Kennesaw St.
7,219,DET,Antoine Green,WR,23,2023,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,0,,,,North Carolina
7,220,NYJ,Zack Kuntz,TE,24,2024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Old Dominion
7,221,IND,Jaylon Jones,DB,21,2024,0,0,2,10,10,34,0,0,0,0,0,0,0,0,0,0,0,99,2,,Texas A&M
7,222,MIN,DeWayne McBride,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Ala-Birmingham
7,223,LAR,Ethan Evans,P,22,2024,0,0,1,4,4,33,0,0,0,0,0,0,0,0,0,0,0,,,,Wingate
7,224,ATL,DeMarcco Hellams,DB,23,2023,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,25,,,Alabama
7,225,ATL,Jovaughn Gwyn,OL,24,2024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina
7,226,JAX,Cooper Hodges,OL,23,2024,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,Appalachian St.
7,227,JAX,Raymond Vohasek,DT,,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina
7,228,TEN,Colton Dowell,WR,24,2023,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,0,2,,,UT Martin
7,229,BAL,Andrew Vorhees,OL,24,2024,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,,,,USC
7,230,BUF,Nick Broeker,OL,22,2024,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi
7,231,LVR,Nesta Jade Silvera,DT,23,2024,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,3,,,Arizona St.
7,232,GNB,Carrington Valentine,DB,21,2024,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,51,2,,Kentucky
7,233,WAS,Andre Jones,DE,24,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,2,,,Louisiana
7,234,LAR,Jason Taylor,S,23,2023,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,,,Oklahoma St.
7,235,GNB,Lew Nichols,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Central Michigan
7,236,IND,Jake Witt,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Northern Michigan
7,237,SEA,Kenny McIntosh,RB,23,2024,0,0,0,1,1,20,0,0,0,0,0,31,172,0,3,22,0,2,,,Georgia
7,238,MIA,Ryan Hayes,OL,23,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
7,239,LAC,Max Duggan,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,TCU
7,240,JAX,Derek Parish,DL,24,,0,0,0,,,,,,,,,,,,,,,,,,Houston
7,241,PIT,Cory Trice,CB,23,2024,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,15,1,,Purdue
7,242,GNB,Anthony Johnson,DB,23,2024,0,0,0,3,2,21,0,0,0,0,0,0,0,0,0,0,0,20,1,,Iowa St.
7,243,NYG,Jordon Riley,DL,25,2024,0,0,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,11,,,Oregon
7,244,DAL,Jalen Brooks,WR,23,2024,0,0,0,2,2,21,0,0,0,0,0,0,0,0,18,241,1,3,,,South Carolina
7,245,NWE,Isaiah Bolden,CB,23,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,7,,,Jackson St.
7,246,CIN,DJ Ivey,CB,23,2024,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,7,,,Miami (FL)
7,247,SFO,Brayden Willis,TE,23,2024,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,,,Oklahoma
7,248,HOU,Brandon Hill,DB,23,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
7,249,PHI,Moro Ojomo,DE,22,2024,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,8,,,Texas
7,250,KAN,Nic Jones,CB,21,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,4,,,Ball St.
7,251,PIT,Spencer Anderson,OL,23,2024,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland
7,252,BUF,Alex Austin,DB,22,2024,0,0,0,2,,17,0,0,0,0,0,0,0,0,0,0,0,15,1,,Oregon St.
7,253,SFO,Ronnie Bell,WR,23,2024,0,0,0,1,1,26,0,0,0,0,0,0,0,0,8,90,3,2,,,Michigan
7,254,NYG,Gervarrius Owens,DB,23,2024,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Houston
7,255,SFO,Jalen Graham,S,22,2024,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,,,Purdue
7,256,GNB,Grant Dubose,WR,22,2024,0,0,0,0,,3,0,0,0,0,0,0,0,0,2,11,0,,,,Charlotte
7,257,DEN,Alex Forsyth,OL,24,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon
7,258,CHI,Kendall Williamson,S,23,2024,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,Stanford
7,259,LAR,Desjuan Johnson,DT,24,2024,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,9,,3,Toledo
,,,,,,,,,,,,,,,,,,,,,,,,,,,
